"Prov","cn","Aou","mean.PopEst","med.PopEst","Coeff.var","LCI80.PopEst","UCI80.PopEst","LCI95.PopEst","UCI95.PopEst","rounded.mean.PopEst","rounded.med.PopEst","rounded.LCI80.PopEst","rounded.UCI80.PopEst","rounded.LCI95.PopEst","rounded.UCI95.PopEst","st_abrev"
"11","Western Tanager",6070,3885244.65,3875424,0.185711240574593,3003210,4875666,2498888.65,5321790.15,3890000,3880000,3e+06,4880000,2500000,5320000,"BC"
"11","White-breasted Nuthatch",7270,20969.65,20111,0.412164964801855,10613.6,32804.3,7969.5,39378.4,21000,20100,10600,32800,7970,39400,"BC"
"11","Great Horned Owl",3750,91782.96,75877,0.622560200414209,37430.5,175182.7,23314.575,231709.425,91800,75900,37400,175000,23300,232000,"BC"
"11","Warbling Vireo",6270,19317178.88,19352333.5,0.118219683388312,16284585.7,22244023.5,14720443.6,23486152.075,19300000,19400000,16300000,22200000,14700000,23500000,"BC"
"11","Bohemian Waxwing",6180,305977.87,298931,0.742236357524325,50050.5,672956,28403.925,790472.625,306000,299000,50100,673000,28400,790000,"BC"
"11","Bushtit",7430,57652.92,54024,0.393960391586304,31829.3,85692.1,25832.15,109245.325,57700,54000,31800,85700,25800,109000,"BC"
"11","Brown Creeper",7260,1108615.57,1078926.5,0.254504580213888,766608,1462239.4,627630.125,1704778.525,1110000,1080000,767000,1460000,628000,1700000,"BC"
"11","Calliope Hummingbird",4360,1237562.36,1053738.5,0.596030253326317,515132.5,2168992.7,409873.65,2898301.65,1240000,1050000,515000,2170000,410000,2900000,"BC"
"11","Western Meadowlark",5011,804331.25,751227.5,0.325292947715524,508070.9,1123173.5,443478.025,1474725.65,804000,751000,508000,1120000,443000,1470000,"BC"
"11","Canada Warbler",6860,42289.88,38930.5,0.696556018841442,6534.8,84584.7,0,105227.925,42300,38900,6530,84600,0,105000,"BC"
"11","Pine Grosbeak",5150,106031.28,100236.5,0.638270446435179,29603.5,189079.1,18335.5,276822.325,106000,1e+05,29600,189000,18300,277000,"BC"
"11","Swainson's Thrush",7580,23423788.3,22850255.5,0.1756632699512,18309610.7,29036976.5,16099478.675,30774711.45,23400000,22900000,18300000,2.9e+07,16100000,30800000,"BC"
