"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Bachman's Sparrow",5750,897065.73,879531.5,661275.3,1144586.2,559864.075,1273339.75,897065.73,879531.5,661275.3,1144586.2,559864.075,1273339.75,897065.73,879531.5,661275.3,1144586.2,559864.075,1273339.75,897000,880000,661000,1140000,560000,1270000,897000,880000,661000,1140000,560000,1270000,897000,880000,661000,1140000,560000,1270000,3,3,3,3,3,TRUE,TRUE
"Botteri's Sparrow",5760,9713297.8021978,10155604.3956044,3361362.63736264,14738697.8021978,2354629.12087912,18169800.8241758,9713297.8021978,10155604.3956044,3361362.63736264,14738697.8021978,2354629.12087912,18169800.8241758,176782.02,184832,61176.8,268244.3,42854.25,330690.375,9710000,10200000,3360000,14700000,2350000,18200000,9710000,10200000,3360000,14700000,2350000,18200000,177000,185000,61200,268000,42900,331000,2,3,2,3,2,TRUE,TRUE
"Cassin's Sparrow",5780,25522167.7156004,25595556.627579,22712779.4270447,28400723.0221167,22062972.6510316,29808967.7527089,25522167.7156004,25595556.627579,22712779.4270447,28400723.0221167,22062972.6510316,29808967.7527089,17194284.39,17243726.5,15301599.5,19133567.1,14863824.675,20082301.575,25500000,25600000,22700000,28400000,22100000,29800000,25500000,25600000,22700000,28400000,22100000,29800000,17200000,17200000,15300000,19100000,14900000,20100000,2,2,2,2,2,TRUE,TRUE
"Rufous-winged Sparrow",5790,15062461.5723733,8379801.61645849,1586393.09331374,38444240.9992653,1006705.73108009,64940668.2586334,15062461.5723733,8379801.61645849,1586393.09331374,38444240.9992653,1006705.73108009,64940668.2586334,2050001.02,1140491,215908.1,5232261.2,137012.65,8838424.95,15100000,8380000,1590000,38400000,1010000,64900000,15100000,8380000,1590000,38400000,1010000,64900000,2050000,1140000,216000,5230000,137000,8840000,2,3,2,3,1,TRUE,TRUE
"Rufous-crowned Sparrow",5800,5782811.32668145,5740764.96674058,4606086.10495196,7016997.59793053,4293900.08314856,7484389.59719143,5782811.32668145,5740764.96674058,4606086.10495196,7016997.59793053,4293900.08314856,7484389.59719143,3129657.49,3106902,2492813.8,3797599.1,2323858.725,4050551.65,5780000,5740000,4610000,7020000,4290000,7480000,5780000,5740000,4610000,7020000,4290000,7480000,3130000,3110000,2490000,3800000,2320000,4050000,2,3,2,3,2,TRUE,TRUE
"Song Sparrow",5810,302974345.452696,302110215.157681,294406099.593082,312585702.238047,291115253.560529,319999809.842319,302974345.452696,302110215.157681,294406099.593082,312585702.238047,291115253.560529,319999809.842319,297823781.58,296974341.5,289401195.9,307271745.3,286166294.25,314559813.075,3.03e+08,3.02e+08,2.94e+08,3.13e+08,2.91e+08,3.2e+08,3.03e+08,3.02e+08,2.94e+08,3.13e+08,2.91e+08,3.2e+08,2.98e+08,2.97e+08,2.89e+08,3.07e+08,2.86e+08,3.15e+08,1,1,1,1,1,TRUE,TRUE
"Lincoln's Sparrow",5830,180959823.9,181369713,169113812.6,193317499.2,162042851.2,201743287.95,180959823.9,181369713,169113812.6,193317499.2,162042851.2,201743287.95,180959823.9,181369713,169113812.6,193317499.2,162042851.2,201743287.95,1.81e+08,1.81e+08,1.69e+08,1.93e+08,1.62e+08,2.02e+08,1.81e+08,1.81e+08,1.69e+08,1.93e+08,1.62e+08,2.02e+08,1.81e+08,1.81e+08,1.69e+08,1.93e+08,1.62e+08,2.02e+08,1,1,1,1,1,TRUE,TRUE
"Swamp Sparrow",5840,41912148.37,41667251,38699381.7,45560044.6,37509561.85,47391638.075,41912148.37,41667251,38699381.7,45560044.6,37509561.85,47391638.075,41912148.37,41667251,38699381.7,45560044.6,37509561.85,47391638.075,41900000,41700000,38700000,45600000,37500000,47400000,41900000,41700000,38700000,45600000,37500000,47400000,41900000,41700000,38700000,45600000,37500000,47400000,2,2,2,2,2,TRUE,TRUE
"Fox Sparrow",5850,157787662.8,156330460.5,138367360.9,181713557.2,125013283.05,195383823.25,157787662.8,156330460.5,138367360.9,181713557.2,125013283.05,195383823.25,157787662.8,156330460.5,138367360.9,181713557.2,125013283.05,195383823.25,1.58e+08,1.56e+08,1.38e+08,1.82e+08,1.25e+08,1.95e+08,1.58e+08,1.56e+08,1.38e+08,1.82e+08,1.25e+08,1.95e+08,1.58e+08,1.56e+08,1.38e+08,1.82e+08,1.25e+08,1.95e+08,1,1,1,1,1,TRUE,TRUE
"Olive Sparrow",5860,13671794.1269841,13141333.3333333,9197647.61904762,19604022.2222222,7546584.92063492,21998559.5238095,13671794.1269841,13141333.3333333,9197647.61904762,19604022.2222222,7546584.92063492,21998559.5238095,861323.03,827904,579451.8,1235053.4,475434.85,1385909.25,13700000,13100000,9200000,19600000,7550000,2.2e+07,13700000,13100000,9200000,19600000,7550000,2.2e+07,861000,828000,579000,1240000,475000,1390000,2,2,2,2,2,FALSE,FALSE
"Eastern Towhee",5870,132444331.84,132598849,127926872.4,136425128.3,125646910.525,138607480.425,132444331.84,132598849,127926872.4,136425128.3,125646910.525,138607480.425,132444331.84,132598849,127926872.4,136425128.3,125646910.525,138607480.425,1.32e+08,1.33e+08,1.28e+08,1.36e+08,1.26e+08,1.39e+08,1.32e+08,1.33e+08,1.28e+08,1.36e+08,1.26e+08,1.39e+08,1.32e+08,1.33e+08,1.28e+08,1.36e+08,1.26e+08,1.39e+08,1,1,1,1,1,TRUE,TRUE
"Spotted Towhee",5880,65313027.5230364,65624012.7248793,61039362.4396665,68960054.0807372,58963656.6750768,70694730.0076788,65313027.5230364,65624012.7248793,61039362.4396665,68960054.0807372,58963656.6750768,70694730.0076788,59539355.89,59822850,55643482.8,62863985.3,53751269.425,64445315.875,65300000,65600000,6.1e+07,6.9e+07,5.9e+07,70700000,65300000,65600000,6.1e+07,6.9e+07,5.9e+07,70700000,59500000,59800000,55600000,62900000,53800000,64400000,1,1,1,1,1,TRUE,TRUE
"Green-tailed Towhee",5900,12480237.9192609,12560764.7117895,10983287.7083752,13930185.8806989,10467743.7738502,14609658.2396063,12480237.9192609,12560764.7117895,10983287.7083752,13930185.8806989,10467743.7738502,14609658.2396063,12427820.92,12508009.5,10937157.9,13871679.1,10423779.25,14548297.675,12500000,12600000,1.1e+07,13900000,10500000,14600000,12500000,12600000,1.1e+07,13900000,10500000,14600000,12400000,12500000,10900000,13900000,10400000,14500000,2,2,2,2,2,TRUE,TRUE
"Canyon Towhee",5910,9916489.21039725,9883445.31633154,7975079.94114762,11763223.3938205,7150271.27268269,12282295.4879843,9916489.21039725,9883445.31633154,7975079.94114762,11763223.3938205,7150271.27268269,12282295.4879843,4043944.3,4030469,3252237.6,4797042.5,2915880.625,5008720.1,9920000,9880000,7980000,11800000,7150000,12300000,9920000,9880000,7980000,11800000,7150000,12300000,4040000,4030000,3250000,4800000,2920000,5010000,2,2,2,2,2,TRUE,TRUE
"California Towhee",5911,16545690.9684795,16512600.8492569,14575693.1242855,18735449.2895639,13439030.6630737,21526013.3104687,16545690.9684795,16512600.8492569,14575693.1242855,18735449.2895639,13439030.6630737,21526013.3104687,10130926.58,10110665.5,8924696.9,11471715.6,8228718.475,13180377.95,16500000,16500000,14600000,18700000,13400000,21500000,16500000,16500000,14600000,18700000,13400000,21500000,10100000,10100000,8920000,11500000,8230000,13200000,2,2,2,2,2,TRUE,TRUE
"Abert's Towhee",5920,596286.036266776,567578.629238807,365506.607929515,838171.191476283,304453.129802274,1009146.21964963,596286.036266776,567578.629238807,365506.607929515,838171.191476283,304453.129802274,1009146.21964963,582034.8,554013.5,356771,818138.9,297176.7,985027.625,596000,568000,366000,838000,304000,1010000,596000,568000,366000,838000,304000,1010000,582000,554000,357000,818000,297000,985000,3,4,3,4,3,FALSE,FALSE
"Northern Cardinal",5930,569960720.665724,569651163.732168,560112113.738594,581041987.405218,554534867.304974,584654628.16476,569960720.665724,569651163.732168,560112113.738594,581041987.405218,554534867.304974,584654628.16476,443486436.75,443245570.5,435823235.7,452108770.4,431483580.25,454919766.175,5.7e+08,5.7e+08,5.6e+08,5.81e+08,5.55e+08,5.85e+08,5.7e+08,5.7e+08,5.6e+08,5.81e+08,5.55e+08,5.85e+08,4.43e+08,4.43e+08,4.36e+08,4.52e+08,4.31e+08,4.55e+08,1,1,1,1,1,TRUE,TRUE
"Pyrrhuloxia",5940,12986513.0175913,12710861.9756428,10914387.5507442,15198391.3396482,10562031.7320704,16640337.0094723,12986513.0175913,12710861.9756428,10914387.5507442,15198391.3396482,10562031.7320704,16640337.0094723,4798516.56,4696663.5,4032866.2,5615805.6,3902670.725,6148604.525,1.3e+07,12700000,10900000,15200000,10600000,16600000,1.3e+07,12700000,10900000,15200000,10600000,16600000,4800000,4700000,4030000,5620000,3900000,6150000,2,2,2,2,2,TRUE,TRUE
"Rose-breasted Grosbeak",5950,23167221.97,23032330.5,21930211,24692608.2,21058941.525,25134018.125,23167221.97,23032330.5,21930211,24692608.2,21058941.525,25134018.125,23167221.97,23032330.5,21930211,24692608.2,21058941.525,25134018.125,23200000,2.3e+07,21900000,24700000,21100000,25100000,23200000,2.3e+07,21900000,24700000,21100000,25100000,23200000,2.3e+07,21900000,24700000,21100000,25100000,2,2,2,2,2,TRUE,TRUE
"Black-headed Grosbeak",5960,37887494.5093605,37686357.5826109,35853569.1669808,40221198.3917578,34433492.4927755,41432221.0076643,37887494.5093605,37686357.5826109,35853569.1669808,40221198.3917578,34433492.4927755,41432221.0076643,30154656.88,29994572,28535855.7,32012051.8,27405616.675,32975904.7,37900000,37700000,35900000,40200000,34400000,41400000,37900000,37700000,35900000,40200000,34400000,41400000,30200000,3e+07,28500000,3.2e+07,27400000,3.3e+07,2,2,2,2,2,TRUE,TRUE
"Blue Grosbeak",5970,54417843.0825243,54442705.6364617,52428213.0528587,56252734.3581446,51389589.8058252,57506753.539644,54417843.0825243,54442705.6364617,52428213.0528587,56252734.3581446,51389589.8058252,57506753.539644,40356272.43,40374710.5,38880762.8,41717027.8,38110519.8,42647008.425,54400000,54400000,52400000,56300000,51400000,57500000,54400000,54400000,52400000,56300000,51400000,57500000,40400000,40400000,38900000,41700000,38100000,42600000,1,1,1,1,1,TRUE,TRUE
"Indigo Bunting",5980,352756296.482614,353390498.546949,345903835.153823,359843034.873234,339914384.482413,362669550.055116,352756296.482614,353390498.546949,345903835.153823,359843034.873234,339914384.482413,362669550.055116,352015508.26,352648378.5,345177437.1,359087364.5,339200564.275,361907944,3.53e+08,3.53e+08,3.46e+08,3.6e+08,3.4e+08,3.63e+08,3.53e+08,3.53e+08,3.46e+08,3.6e+08,3.4e+08,3.63e+08,3.52e+08,3.53e+08,3.45e+08,3.59e+08,3.39e+08,3.62e+08,1,1,1,1,1,TRUE,TRUE
"Lazuli Bunting",5990,22093285.1314597,21814825.2241362,20375099.7280145,24319766.1932104,19986642.7672006,25320506.371512,22093285.1314597,21814825.2241362,20375099.7280145,24319766.1932104,19986642.7672006,25320506.371512,21932004.15,21655577,20226361.5,24142231.9,19840740.275,25135666.675,22100000,21800000,20400000,24300000,2e+07,25300000,22100000,21800000,20400000,24300000,2e+07,25300000,21900000,21700000,20200000,24100000,19800000,25100000,2,2,2,2,2,TRUE,TRUE
"Varied Bunting",6000,1011769.14498141,925960.346964065,595232.961586121,1517584.88228005,458723.977695167,1730772.9244114,1011769.14498141,925960.346964065,595232.961586121,1517584.88228005,458723.977695167,1730772.9244114,81649.77,74725,48035.3,122469.1,37019.025,139673.375,1010000,926000,595000,1520000,459000,1730000,1010000,926000,595000,1520000,459000,1730000,81600,74700,48000,122000,37000,140000,3,3,3,4,3,FALSE,FALSE
"Painted Bunting",6010,37517845.8146487,37484793.223717,35450786.2481315,39872821.7488789,33416323.1190832,41674013.8888889,37517845.8146487,37484793.223717,35450786.2481315,39872821.7488789,33416323.1190832,41674013.8888889,30119326.62,30092792,28459891.2,32009901.3,26826624.2,33455898.35,37500000,37500000,35500000,39900000,33400000,41700000,37500000,37500000,35500000,39900000,33400000,41700000,30100000,30100000,28500000,3.2e+07,26800000,33500000,2,2,2,2,2,TRUE,TRUE
"Dickcissel",6040,87735667.29,87985663,83799414.6,92128847.9,81374770.075,93711619.825,87735667.29,87985663,83799414.6,92128847.9,81374770.075,93711619.825,87735667.29,87985663,83799414.6,92128847.9,81374770.075,93711619.825,87700000,8.8e+07,83800000,92100000,81400000,93700000,87700000,8.8e+07,83800000,92100000,81400000,93700000,87700000,8.8e+07,83800000,92100000,81400000,93700000,1,1,1,1,1,TRUE,TRUE
"Lark Bunting",6050,25937150.87,26126530,23221047.9,28678284.9,21494236.425,30154683.625,25937150.87,26126530,23221047.9,28678284.9,21494236.425,30154683.625,25937150.87,26126530,23221047.9,28678284.9,21494236.425,30154683.625,25900000,26100000,23200000,28700000,21500000,30200000,25900000,26100000,23200000,28700000,21500000,30200000,25900000,26100000,23200000,28700000,21500000,30200000,2,2,2,2,2,TRUE,TRUE
"Western Tanager",6070,54871348.8276553,54831302.1042084,51231960.3206413,59132285.5711423,48885624.6492986,59969039.8046092,54871348.8276553,54831302.1042084,51231960.3206413,59132285.5711423,48885624.6492986,59969039.8046092,54761606.13,54721639.5,51129496.4,59014021,48787853.4,59849101.725,54900000,54800000,51200000,59100000,48900000,6e+07,54900000,54800000,51200000,59100000,48900000,6e+07,54800000,54700000,51100000,5.9e+07,48800000,59800000,1,1,1,2,1,TRUE,TRUE
"Scarlet Tanager",6080,28790010.72,28840341,27359479.6,29972381.3,27019052.8,30695185.375,28790010.72,28840341,27359479.6,29972381.3,27019052.8,30695185.375,28790010.72,28840341,27359479.6,29972381.3,27019052.8,30695185.375,28800000,28800000,27400000,3e+07,2.7e+07,30700000,28800000,28800000,27400000,3e+07,2.7e+07,30700000,28800000,28800000,27400000,3e+07,2.7e+07,30700000,2,2,2,2,2,TRUE,TRUE
"Hepatic Tanager",6090,14882933.5227273,14608664.7727273,10992363.6363636,19092458.3333333,9093897.72727273,20927038.3522727,14882933.5227273,14608664.7727273,10992363.6363636,19092458.3333333,9093897.72727273,20927038.3522727,785818.89,771337.5,580396.8,1008081.8,480157.8,1104947.625,14900000,14600000,1.1e+07,19100000,9090000,20900000,14900000,14600000,1.1e+07,19100000,9090000,20900000,786000,771000,580000,1010000,480000,1100000,2,2,2,2,2,TRUE,TRUE
"Summer Tanager",6100,82742066.0354746,82398698.4659636,79604300.4554171,86205266.8983701,77561509.8873442,88536855.9144295,82742066.0354746,82398698.4659636,79604300.4554171,86205266.8983701,77561509.8873442,88536855.9144295,69039979.9,68753474,66421828.3,71929674.7,64717323.85,73875152.575,82700000,82400000,79600000,86200000,77600000,88500000,82700000,82400000,79600000,86200000,77600000,88500000,6.9e+07,68800000,66400000,71900000,64700000,73900000,1,1,1,1,1,TRUE,TRUE
"Purple Martin",6110,105181470.376768,104418299.686926,98248562.2368563,112772639.317716,93741370.6952391,118516766.112491,105181470.376768,104418299.686926,98248562.2368563,112772639.317716,93741370.6952391,118516766.112491,97429596.01,96722671,91007643.2,104461295.8,86832631.675,109782080.45,1.05e+08,1.04e+08,98200000,1.13e+08,93700000,1.19e+08,1.05e+08,1.04e+08,98200000,1.13e+08,93700000,1.19e+08,97400000,96700000,9.1e+07,1.04e+08,86800000,1.1e+08,1,1,1,1,1,TRUE,TRUE
"Cliff Swallow",6120,196075700.59419,196034362.345951,184648963.46831,208161931.998239,175045078.59265,219643514.607174,196075700.59419,196034362.345951,184648963.46831,208161931.998239,175045078.59265,219643514.607174,178193596.7,178156028.5,167808978,189177563.8,159080967.425,199612026.075,1.96e+08,1.96e+08,1.85e+08,2.08e+08,1.75e+08,2.2e+08,1.96e+08,1.96e+08,1.85e+08,2.08e+08,1.75e+08,2.2e+08,1.78e+08,1.78e+08,1.68e+08,1.89e+08,1.59e+08,2e+08,1,1,1,1,1,TRUE,TRUE
"Cave Swallow",6121,5397291.36348181,5479010.54063244,3799467.52805168,6814917.7150629,3492742.60455627,7555352.85617137,5397291.36348181,5479010.54063244,3799467.52805168,6814917.7150629,3492742.60455627,7555352.85617137,1587343.39,1611377,1117423.4,2004267.3,1027215.6,2222029.275,5400000,5480000,3800000,6810000,3490000,7560000,5400000,5480000,3800000,6810000,3490000,7560000,1590000,1610000,1120000,2e+06,1030000,2220000,2,3,2,3,2,FALSE,FALSE
"Barn Swallow",6130,1085938142.5739,1085337584.71521,1059620746.93583,1114673219.89906,1049583383.56164,1129595056.77722,325840173.877772,325659974.040022,317943531.855057,334462251.162791,314931779.989183,338939609.248242,301239240.75,301072646,293938795.2,309210351.2,291154430.6,313349668.75,1.09e+09,1.09e+09,1.06e+09,1.11e+09,1.05e+09,1.13e+09,3.26e+08,3.26e+08,3.18e+08,3.34e+08,3.15e+08,3.39e+08,3.01e+08,3.01e+08,2.94e+08,3.09e+08,2.91e+08,3.13e+08,1,1,1,1,1,TRUE,TRUE
"Tree Swallow",6140,125124318.79,124091385.5,118855062.4,131732033.9,115094004.5,134570657.575,125124318.79,124091385.5,118855062.4,131732033.9,115094004.5,134570657.575,125124318.79,124091385.5,118855062.4,131732033.9,115094004.5,134570657.575,1.25e+08,1.24e+08,1.19e+08,1.32e+08,1.15e+08,1.35e+08,1.25e+08,1.24e+08,1.19e+08,1.32e+08,1.15e+08,1.35e+08,1.25e+08,1.24e+08,1.19e+08,1.32e+08,1.15e+08,1.35e+08,1,1,1,1,1,TRUE,TRUE
"Violet-green Swallow",6150,71158241.6686967,71033984.1656516,65337615.8343484,76601071.6199757,61103708.1912302,81193149.8477467,71158241.6686967,71033984.1656516,65337615.8343484,76601071.6199757,61103708.1912302,81193149.8477467,58420916.41,58318901,53642182.6,62889479.8,50166144.425,66659576.025,71200000,7.1e+07,65300000,76600000,61100000,81200000,71200000,7.1e+07,65300000,76600000,61100000,81200000,58400000,58300000,53600000,62900000,50200000,66700000,1,1,1,1,1,TRUE,TRUE
"Bank Swallow",6160,36124566.4323962,35650205.8232932,31899693.4404284,41401990.9638554,30233804.9698795,43277595.3815261,10837369.9297189,10695061.746988,9569908.03212851,12420597.2891566,9070141.49096386,12983278.6144578,10794020.45,10652281.5,9531628.4,12370914.9,9033860.925,12931345.5,36100000,35700000,31900000,41400000,30200000,43300000,10800000,10700000,9570000,12400000,9070000,1.3e+07,10800000,10700000,9530000,12400000,9030000,12900000,2,2,2,2,2,TRUE,TRUE
"Northern Rough-winged Swallow",6170,75276951.9054024,75807989.2400807,65709284.4653665,83620776.1712621,63498534.9417171,86106971.3909437,75276951.9054024,75807989.2400807,65709284.4653665,83620776.1712621,63498534.9417171,86106971.3909437,67162096.49,67635888,58625823.6,74606456.5,56653392.875,76824639.875,75300000,75800000,65700000,83600000,63500000,86100000,75300000,75800000,65700000,83600000,63500000,86100000,67200000,67600000,58600000,74600000,56700000,76800000,1,1,1,1,1,TRUE,TRUE
"Bohemian Waxwing",6180,14944966.7,14565910,11789475,18562447.4,10629223.7,22124776.4,7472483.35,7282955,5894737.5,9281223.7,5314611.85,11062388.2,7472483.35,7282955,5894737.5,9281223.7,5314611.85,11062388.2,14900000,14600000,11800000,18600000,10600000,22100000,7470000,7280000,5890000,9280000,5310000,11100000,7470000,7280000,5890000,9280000,5310000,11100000,2,2,2,2,2,FALSE,TRUE
"Cedar Waxwing",6190,380489552.39,378988908.5,354769646.1,407972758.8,348577118.975,418276689.325,380489552.39,378988908.5,354769646.1,407972758.8,348577118.975,418276689.325,380489552.39,378988908.5,354769646.1,407972758.8,348577118.975,418276689.325,3.8e+08,3.79e+08,3.55e+08,4.08e+08,3.49e+08,4.18e+08,3.8e+08,3.79e+08,3.55e+08,4.08e+08,3.49e+08,4.18e+08,3.8e+08,3.79e+08,3.55e+08,4.08e+08,3.49e+08,4.18e+08,1,1,1,1,1,TRUE,TRUE
"Phainopepla",6200,5111920.78590786,5026758.80758808,4072485.63685637,6247734.14634146,3592737.9403794,7459977.16802168,5111920.78590786,5026758.80758808,4072485.63685637,6247734.14634146,3592737.9403794,7459977.16802168,1886298.77,1854874,1502747.2,2305413.9,1325720.3,2752731.575,5110000,5030000,4070000,6250000,3590000,7460000,5110000,5030000,4070000,6250000,3590000,7460000,1890000,1850000,1500000,2310000,1330000,2750000,2,3,2,3,2,TRUE,TRUE
"Northern Shrike",6210,316117.4,296692.5,120255,555176.5,89367.875,692927.75,63223.48,59338.5,24051,111035.3,17873.575,138585.55,63223.48,59338.5,24051,111035.3,17873.575,138585.55,316000,297000,120000,555000,89400,693000,63200,59300,24100,111000,17900,139000,63200,59300,24100,111000,17900,139000,4,4,3,4,3,FALSE,FALSE
"Loggerhead Shrike",6220,11282248.0482612,11286109.5339484,10457914.0052046,12063616.9860421,10233751.2420156,12559189.0525195,11282248.0482612,11286109.5339484,10457914.0052046,12063616.9860421,10233751.2420156,12559189.0525195,9538012.5,9541277,8841120.5,10198581.8,8651613.3,10617538.425,11300000,11300000,10500000,12100000,10200000,12600000,11300000,11300000,10500000,12100000,10200000,12600000,9540000,9540000,8840000,10200000,8650000,10600000,2,2,2,2,2,TRUE,TRUE
"Black-whiskered Vireo",6230,2197449.83606557,2121885.24590164,1026231.14754098,3381860.65573771,81761.4754098361,5055489.34426229,2197449.83606557,2121885.24590164,1026231.14754098,3381860.65573771,81761.4754098361,5055489.34426229,134044.44,129435,62600.1,206293.5,4987.45,308384.85,2200000,2120000,1030000,3380000,81800,5060000,2200000,2120000,1030000,3380000,81800,5060000,134000,129000,62600,206000,4990,308000,3,3,3,4,2,TRUE,FALSE
"Red-eyed Vireo",6240,506217295.729251,505986800.295461,488413017.324738,527426732.339511,479649930.600322,532835883.091593,506217295.729251,505986800.295461,488413017.324738,527426732.339511,479649930.600322,532835883.091593,376929398.4,376757771.5,363672332.7,392721944.9,357147338.325,396749598.55,5.06e+08,5.06e+08,4.88e+08,5.27e+08,4.8e+08,5.33e+08,5.06e+08,5.06e+08,4.88e+08,5.27e+08,4.8e+08,5.33e+08,3.77e+08,3.77e+08,3.64e+08,3.93e+08,3.57e+08,3.97e+08,1,1,1,1,1,TRUE,TRUE
"Philadelphia Vireo",6260,17757779.42,17777084,15249404.7,20128651.2,14495676.5,21018980.175,17757779.42,17777084,15249404.7,20128651.2,14495676.5,21018980.175,17757779.42,17777084,15249404.7,20128651.2,14495676.5,21018980.175,17800000,17800000,15200000,20100000,14500000,2.1e+07,17800000,17800000,15200000,20100000,14500000,2.1e+07,17800000,17800000,15200000,20100000,14500000,2.1e+07,2,2,2,2,2,TRUE,TRUE
"Warbling Vireo",6270,129232611.867905,128957777.089783,121633247.162023,136523683.178535,120410385.990712,141666213.596491,129232611.867905,128957777.089783,121633247.162023,136523683.178535,120410385.990712,141666213.596491,125226400.9,124960086,117862616.5,132291449,116677664.025,137274560.975,1.29e+08,1.29e+08,1.22e+08,1.37e+08,1.2e+08,1.42e+08,1.29e+08,1.29e+08,1.22e+08,1.37e+08,1.2e+08,1.42e+08,1.25e+08,1.25e+08,1.18e+08,1.32e+08,1.17e+08,1.37e+08,1,1,1,1,1,TRUE,TRUE
"Yellow-throated Vireo",6280,29865461.4,30005106.5,28444033.5,31074230,27952217.375,31865803.7,29865461.4,30005106.5,28444033.5,31074230,27952217.375,31865803.7,29865461.4,30005106.5,28444033.5,31074230,27952217.375,31865803.7,29900000,3e+07,28400000,31100000,2.8e+07,31900000,29900000,3e+07,28400000,31100000,2.8e+07,31900000,29900000,3e+07,28400000,31100000,2.8e+07,31900000,2,2,2,2,2,TRUE,TRUE
"Blue-headed Vireo",6290,73545982.25,73561701.5,66871754.1,79872494.8,64132934.85,83230055.3,73545982.25,73561701.5,66871754.1,79872494.8,64132934.85,83230055.3,73545982.25,73561701.5,66871754.1,79872494.8,64132934.85,83230055.3,73500000,73600000,66900000,79900000,64100000,83200000,73500000,73600000,66900000,79900000,64100000,83200000,73500000,73600000,66900000,79900000,64100000,83200000,1,1,1,1,1,TRUE,TRUE
"Cassin's Vireo",6291,13725490.7126344,13712481.6564479,12534767.7153483,15052014.2727912,11852545.1301638,15816156.7242939,13725490.7126344,13712481.6564479,12534767.7153483,15052014.2727912,11852545.1301638,15816156.7242939,13655490.71,13642548,12470840.4,14975249,11792097.15,15735494.325,13700000,13700000,12500000,15100000,11900000,15800000,13700000,13700000,12500000,15100000,11900000,15800000,13700000,13600000,12500000,1.5e+07,11800000,15700000,2,2,2,2,2,TRUE,TRUE
"Plumbeous Vireo",6292,8401714.63515185,8298928.81682012,7107923.73230727,9684539.92029683,6654363.40524942,10818236.6359764,8401714.63515185,8298928.81682012,7107923.73230727,9684539.92029683,6654363.40524942,10818236.6359764,6113927.74,6039130.5,5172436.1,7047439.7,4842380.25,7872430.8,8400000,8300000,7110000,9680000,6650000,10800000,8400000,8300000,7110000,9680000,6650000,10800000,6110000,6040000,5170000,7050000,4840000,7870000,2,2,2,2,2,TRUE,TRUE
"Black-capped Vireo",6300,302400.104643558,279478.090255069,138238.848920863,476884.499672989,110726.847612819,650092.478744276,302400.104643558,279478.090255069,138238.848920863,476884.499672989,110726.847612819,650092.478744276,231184.88,213661,105683.6,364578.2,84650.675,496995.699999999,302000,279000,138000,477000,111000,650000,302000,279000,138000,477000,111000,650000,231000,214000,106000,365000,84700,497000,4,4,4,4,3,FALSE,FALSE
"White-eyed Vireo",6310,159058737.924324,159371171.891892,151956727.891892,166163371.675676,149073524.540541,169192636.891892,159058737.924324,159371171.891892,151956727.891892,166163371.675676,149073524.540541,169192636.891892,147129332.58,147418334,140559973.3,153701118.8,137893010.2,156503189.125,1.59e+08,1.59e+08,1.52e+08,1.66e+08,1.49e+08,1.69e+08,1.59e+08,1.59e+08,1.52e+08,1.66e+08,1.49e+08,1.69e+08,1.47e+08,1.47e+08,1.41e+08,1.54e+08,1.38e+08,1.57e+08,1,1,1,1,1,TRUE,TRUE
"Hutton's Vireo",6320,9438478.84012539,9581611.8077325,8123081.5047022,10564712.6436782,7538979.36259143,11231535.7889237,9438478.84012539,9581611.8077325,8123081.5047022,10564712.6436782,7538979.36259143,11231535.7889237,3613049.7,3667841,3109515.6,4044172,2885921.3,4299431.9,9440000,9580000,8120000,10600000,7540000,11200000,9440000,9580000,8120000,10600000,7540000,11200000,3610000,3670000,3110000,4040000,2890000,4300000,2,2,2,2,2,TRUE,TRUE
"Bell's Vireo",6330,10459601.0509926,10421527.1830803,9245042.29920851,12028567.5360062,8476724.9253925,12604965.1291034,10459601.0509926,10421527.1830803,9245042.29920851,12028567.5360062,8476724.9253925,12604965.1291034,8061214.53,8031871,7125154.1,9270417,6533011.9,9714646.625,10500000,10400000,9250000,1.2e+07,8480000,12600000,10500000,10400000,9250000,1.2e+07,8480000,12600000,8060000,8030000,7130000,9270000,6530000,9710000,2,2,2,2,2,TRUE,TRUE
