"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Gray Partridge",2881,9793957.9,9744010,8520708,11351326,8177635.5,11752157,979395.79,974401,852070.8,1135132.6,817763.55,1175215.7,979395.79,974401,852070.8,1135132.6,817763.55,1175215.7,9790000,9740000,8520000,11400000,8180000,11800000,979000,974000,852000,1140000,818000,1180000,979000,974000,852000,1140000,818000,1180000,2,2,2,2,2,TRUE,FALSE
"Chukar",2882,6913252,7111260,5056876,8597092,4457602.5,9493794.5,345662.6,355563,252843.8,429854.6,222880.125,474689.725,345662.6,355563,252843.8,429854.6,222880.125,474689.725,6910000,7110000,5060000,8600000,4460000,9490000,346000,356000,253000,430000,223000,475000,346000,356000,253000,430000,223000,475000,2,2,2,3,2,TRUE,TRUE
"Northern Bobwhite",2890,30054723.4423123,29930383.7953092,28267045.7237621,31918599.0286662,27226828.8024165,32565458.6590855,30054723.4423123,29930383.7953092,28267045.7237621,31918599.0286662,27226828.8024165,32565458.6590855,25372197.53,25267230,23863040,26945681.3,22984888.875,27491760.2,30100000,29900000,28300000,31900000,27200000,32600000,30100000,29900000,28300000,31900000,27200000,32600000,25400000,25300000,23900000,26900000,2.3e+07,27500000,2,2,2,2,2,TRUE,TRUE
"Mountain Quail",2920,561954.637138698,566587.648159701,427900.914951133,676163.755458515,394197.702224995,704389.478061967,561954.637138698,566587.648159701,427900.914951133,676163.755458515,394197.702224995,704389.478061967,540487.97,544944,411555.1,650334.3,379139.35,677481.8,562000,567000,428000,676000,394000,704000,562000,567000,428000,676000,394000,704000,540000,545000,412000,650000,379000,677000,3,4,3,4,3,TRUE,TRUE
"Scaled Quail",2930,4635717.33001658,4586232.37976783,3724358.20895522,5448940.71310116,3396543.37686567,6486787.20978441,4635717.33001658,4586232.37976783,3724358.20895522,5448940.71310116,3396543.37686567,6486787.20978441,2236270.04,2212398.5,1796630.4,2628569,1638492.525,3129226.15,4640000,4590000,3720000,5450000,3400000,6490000,4640000,4590000,3720000,5450000,3400000,6490000,2240000,2210000,1800000,2630000,1640000,3130000,3,3,2,3,2,TRUE,TRUE
"California Quail",2940,19729859.484967,19273678.7110692,16608118.646353,23448594.7148443,15211800.8628826,26244608.3659161,19729859.484967,19273678.7110692,16608118.646353,23448594.7148443,15211800.8628826,26244608.3659161,14633636.78,14295287.5,12318241.6,17391822.7,11282592.7,19465626.025,19700000,19300000,16600000,23400000,15200000,26200000,19700000,19300000,16600000,23400000,15200000,26200000,14600000,14300000,12300000,17400000,11300000,19500000,2,2,2,2,2,TRUE,TRUE
"Gambel's Quail",2950,5591886.27398001,5517571.60226966,4721056.06592813,6438518.91380708,4392628.74898676,6865220.81869765,5591886.27398001,5517571.60226966,4721056.06592813,6438518.91380708,4392628.74898676,6865220.81869765,4139114.22,4084106.5,3494525.7,4765791.7,3251423.8,5081636.45,5590000,5520000,4720000,6440000,4390000,6870000,5590000,5520000,4720000,6440000,4390000,6870000,4140000,4080000,3490000,4770000,3250000,5080000,2,3,2,3,2,TRUE,TRUE
"Montezuma Quail",2960,186358.025922233,186231.306081755,109150.548354935,257512.462612164,83400.5483549352,328593.968095713,186358.025922233,186231.306081755,109150.548354935,257512.462612164,83400.5483549352,328593.968095713,18691.71,18679,10947.8,25828.5,8365.075,32957.975,186000,186000,109000,258000,83400,329000,186000,186000,109000,258000,83400,329000,18700,18700,10900,25800,8370,33000,4,4,4,4,4,FALSE,FALSE
"Dusky Grouse",2970,85496.15,70916,41346.1,138713.7,31917.775,182062.7,85496.15,70916,41346.1,138713.7,31917.775,182062.7,85496.15,70916,41346.1,138713.7,31917.775,182062.7,85500,70900,41300,139000,31900,182000,85500,70900,41300,139000,31900,182000,85500,70900,41300,139000,31900,182000,4,5,4,5,4,TRUE,TRUE
"Sooty Grouse",2971,2097399.58,2080068,1432829.6,2728681.1,1156918.625,3296882.175,2097399.58,2080068,1432829.6,2728681.1,1156918.625,3296882.175,2097399.58,2080068,1432829.6,2728681.1,1156918.625,3296882.175,2100000,2080000,1430000,2730000,1160000,3300000,2100000,2080000,1430000,2730000,1160000,3300000,2100000,2080000,1430000,2730000,1160000,3300000,3,3,3,3,3,TRUE,TRUE
"Spruce Grouse",2980,630675.57,554126.5,340881.2,1069692.2,291827.55,1313616.375,630675.57,554126.5,340881.2,1069692.2,291827.55,1313616.375,630675.57,554126.5,340881.2,1069692.2,291827.55,1313616.375,631000,554000,341000,1070000,292000,1310000,631000,554000,341000,1070000,292000,1310000,631000,554000,341000,1070000,292000,1310000,3,4,3,4,3,TRUE,TRUE
"Ruffed Grouse",3000,8283511.75,8304904.5,7431806.4,9188597.2,7146596.825,9698088.825,8283511.75,8304904.5,7431806.4,9188597.2,7146596.825,9698088.825,8283511.75,8304904.5,7431806.4,9188597.2,7146596.825,9698088.825,8280000,8300000,7430000,9190000,7150000,9700000,8280000,8300000,7430000,9190000,7150000,9700000,8280000,8300000,7430000,9190000,7150000,9700000,2,2,2,2,2,TRUE,TRUE
"Willow Ptarmigan",3010,232686039.566667,207196443.333333,127927499.666667,390217590.666667,96719109,504413680.666667,69805811.87,62158933,38378249.9,117065277.2,29015732.7,151324104.2,69805811.87,62158933,38378249.9,117065277.2,29015732.7,151324104.2,2.33e+08,2.07e+08,1.28e+08,3.9e+08,96700000,5.04e+08,69800000,62200000,38400000,1.17e+08,2.9e+07,1.51e+08,69800000,62200000,38400000,1.17e+08,2.9e+07,1.51e+08,1,1,1,1,1,TRUE,TRUE
"Rock Ptarmigan",3020,752945.76,742854,274677.8,1247149.4,198449.6,1462869,376472.88,371427,137338.9,623574.7,99224.8,731434.5,376472.88,371427,137338.9,623574.7,99224.8,731434.5,753000,743000,275000,1250000,198000,1460000,376000,371000,137000,624000,99200,731000,376000,371000,137000,624000,99200,731000,3,4,3,4,3,TRUE,FALSE
"Greater Prairie-Chicken",3050,84546.64,81213.5,62245.5,112717,53109.325,134294.9,84546.64,81213.5,62245.5,112717,53109.325,134294.9,84546.64,81213.5,62245.5,112717,53109.325,134294.9,84500,81200,62200,113000,53100,134000,84500,81200,62200,113000,53100,134000,84500,81200,62200,113000,53100,134000,4,4,4,4,4,TRUE,TRUE
"Lesser Prairie-Chicken",3070,28627.6,18934.5,4587.2,69556.2,2128.975,83821.575,28627.6,18934.5,4587.2,69556.2,2128.975,83821.575,28627.6,18934.5,4587.2,69556.2,2128.975,83821.575,28600,18900,4590,69600,2130,83800,28600,18900,4590,69600,2130,83800,28600,18900,4590,69600,2130,83800,5,5,4,5,4,FALSE,FALSE
"Sharp-tailed Grouse",3080,1502050.97,1505157.5,1306396.3,1738225,1141607.825,1838062.45,1502050.97,1505157.5,1306396.3,1738225,1141607.825,1838062.45,1502050.97,1505157.5,1306396.3,1738225,1141607.825,1838062.45,1500000,1510000,1310000,1740000,1140000,1840000,1500000,1510000,1310000,1740000,1140000,1840000,1500000,1510000,1310000,1740000,1140000,1840000,3,3,3,3,3,TRUE,TRUE
"Gunnison Sage-Grouse",3089,5822.54,5345,328.5,11698.9,0,16549.55,5822.54,5345,328.5,11698.9,0,16549.55,5822.54,5345,328.5,11698.9,0,16549.55,5820,5340,328,11700,0,16500,5820,5340,328,11700,0,16500,5820,5340,328,11700,0,16500,5,5,5,5,5,FALSE,FALSE
"Greater Sage-Grouse",3090,447813.76,427496,274359.3,628340.1,232187.175,704273.75,447813.76,427496,274359.3,628340.1,232187.175,704273.75,447813.76,427496,274359.3,628340.1,232187.175,704273.75,448000,427000,274000,628000,232000,704000,448000,427000,274000,628000,232000,704000,448000,427000,274000,628000,232000,704000,4,4,3,4,3,TRUE,TRUE
"Ring-necked Pheasant",3091,59745147.3982655,59651214.1427618,56002863.2421614,63274042.3615744,54405417.3615744,65499065.1267512,17922348.5991595,17894170.5023014,16799738.2429458,18980946.4678807,16320536.4468681,19648408.7702622,17911595.19,17883434,16789658.4,18969557.9,16310744.125,19636619.725,59700000,59700000,5.6e+07,63300000,54400000,65500000,17900000,17900000,16800000,1.9e+07,16300000,19600000,17900000,17900000,16800000,1.9e+07,16300000,19600000,1,1,1,1,1,TRUE,TRUE
"Wild Turkey",3100,10791006.921797,10761066.5557404,10322228.5080422,11281477.7592901,10179935.8569052,11636462.8397116,10791006.921797,10761066.5557404,10322228.5080422,11281477.7592901,10179935.8569052,11636462.8397116,9728092.74,9701101.5,9305489,10170252.2,9177212.175,10490271.25,10800000,10800000,10300000,11300000,10200000,11600000,10800000,10800000,10300000,11300000,10200000,11600000,9730000,9700000,9310000,10200000,9180000,10500000,2,2,2,2,2,TRUE,TRUE
"Plain Chachalaca",3110,55859.8253275109,39323.1441048035,0,150554.585152838,0,205149.563318777,55859.8253275109,39323.1441048035,0,150554.585152838,0,205149.563318777,1279.19,900.5,0,3447.7,0,4697.925,55900,39300,0,151000,0,205000,55900,39300,0,151000,0,205000,1280,900,0,3450,0,4700,5,5,4,5,4,FALSE,FALSE
"Band-tailed Pigeon",3120,25240875.1967666,25085295.6817698,20890071.4741544,29585349.2873857,19506417.7834503,31344945.0116996,25240875.1967666,25085295.6817698,20890071.4741544,29585349.2873857,19506417.7834503,31344945.0116996,11865735.43,11792597.5,9820422.6,13908072.7,9169967,14735258.65,25200000,25100000,20900000,29600000,19500000,31300000,25200000,25100000,20900000,29600000,19500000,31300000,11900000,11800000,9820000,13900000,9170000,14700000,2,2,2,2,2,TRUE,TRUE
"Rock Pigeon",3131,345662983.906883,344699331.983806,330804799.595142,362780152.834008,325521285.678138,368570535.425101,103677907.741348,103388870.673953,99221354.5840923,108812019.125683,97636621.2052216,110548782.331512,34151502.81,34056294,32683514.2,35842679.1,32161503.025,36414768.9,3.46e+08,3.45e+08,3.31e+08,3.63e+08,3.26e+08,3.69e+08,1.04e+08,1.03e+08,99200000,1.09e+08,97600000,1.11e+08,34200000,34100000,32700000,35800000,32200000,36400000,1,1,1,1,1,TRUE,TRUE
"Mourning Dove",3160,364907955.930817,365092632.932102,357446235.129134,372636852.167816,353298356.608625,375202295.518289,364907955.930817,365092632.932102,357446235.129134,372636852.167816,353298356.608625,375202295.518289,312251737.89,312409766,305866743.4,318865354.4,302317403.75,321060604.275,3.65e+08,3.65e+08,3.57e+08,3.73e+08,3.53e+08,3.75e+08,3.65e+08,3.65e+08,3.57e+08,3.73e+08,3.53e+08,3.75e+08,3.12e+08,3.12e+08,3.06e+08,3.19e+08,3.02e+08,3.21e+08,1,1,1,1,1,TRUE,TRUE
"White-winged Dove",3190,19174703.2528856,18566928.1217209,15597098.4610004,23864169.9895068,15041796.1699895,26014907.7911857,19174703.2528856,18566928.1217209,15597098.4610004,23864169.9895068,15041796.1699895,26014907.7911857,10964095.32,10616569.5,8918420.9,13645532.4,8600899.05,14875324.275,19200000,18600000,15600000,23900000,1.5e+07,2.6e+07,19200000,18600000,15600000,23900000,1.5e+07,2.6e+07,1.1e+07,10600000,8920000,13600000,8600000,14900000,2,2,2,2,2,TRUE,TRUE
"Common Ground-Dove",3200,9687984.56719818,9703641.79954442,8307272.2095672,11121580.2961276,7637806.52050114,11884808.7984055,9687984.56719818,9703641.79954442,8307272.2095672,11121580.2961276,7637806.52050114,11884808.7984055,1701210.09,1703959.5,1458757,1952949.5,1341198.825,2086972.425,9690000,9700000,8310000,11100000,7640000,11900000,9690000,9700000,8310000,11100000,7640000,11900000,1700000,1700000,1460000,1950000,1340000,2090000,2,2,2,2,2,FALSE,FALSE
"Inca Dove",3210,1171231.76685993,1163286.54256942,977891.974366799,1364613.36588343,881189.426304547,1477225.58742753,1171231.76685993,1163286.54256942,977891.974366799,1364613.36588343,881189.426304547,1477225.58742753,383812.65,381209,320455.2,447183.8,288765.775,484086.825,1170000,1160000,978000,1360000,881000,1480000,1170000,1160000,978000,1360000,881000,1480000,384000,381000,320000,447000,289000,484000,3,3,3,3,3,FALSE,FALSE
"Turkey Vulture",3250,176173507.199723,175527519.903081,169086446.175147,183264511.595708,166935590.083074,186167609.986154,176173507.199723,175527519.903081,169086446.175147,183264511.595708,166935590.083074,186167609.986154,50896526.23,50709900.5,48849074.3,52945117.4,48227691.975,53783822.525,1.76e+08,1.76e+08,1.69e+08,1.83e+08,1.67e+08,1.86e+08,1.76e+08,1.76e+08,1.69e+08,1.83e+08,1.67e+08,1.86e+08,50900000,50700000,48800000,52900000,48200000,53800000,1,1,1,1,1,TRUE,TRUE
"Black Vulture",3260,343832275.084175,344315493.82716,316999258.136925,371796120.089787,301405222.222222,392669395.622896,343832275.084175,344315493.82716,316999258.136925,371796120.089787,301405222.222222,392669395.622896,30635455.71,30678510.5,28244633.9,33127034.3,26855205.3,34986843.15,3.44e+08,3.44e+08,3.17e+08,3.72e+08,3.01e+08,3.93e+08,3.44e+08,3.44e+08,3.17e+08,3.72e+08,3.01e+08,3.93e+08,30600000,30700000,28200000,33100000,26900000,3.5e+07,1,1,1,1,1,TRUE,TRUE
"Swallow-tailed Kite",3270,1893703.4965035,1824493.00699301,1509150.34965035,2297178.32167832,1417678.32167832,2660890.73426573,1893703.4965035,1824493.00699301,1509150.34965035,2297178.32167832,1417678.32167832,2660890.73426573,54159.92,52180.5,43161.7,65699.3,40545.6,76101.475,1890000,1820000,1510000,2300000,1420000,2660000,1890000,1820000,1510000,2300000,1420000,2660000,54200,52200,43200,65700,40500,76100,3,3,3,3,3,FALSE,FALSE
"White-tailed Kite",3280,455425.242718447,440097.087378641,319424.757281553,618507.281553398,255544.902912621,748327.669902912,455425.242718447,440097.087378641,319424.757281553,618507.281553398,255544.902912621,748327.669902912,18763.52,18132,13160.3,25482.5,10528.45,30831.1,455000,440000,319000,619000,256000,748000,455000,440000,319000,619000,256000,748000,18800,18100,13200,25500,10500,30800,4,4,3,4,3,FALSE,TRUE
"Mississippi Kite",3290,12516354.7,12226424,9790434.5,15826818.3,8965619.025,17232171.775,12516354.7,12226424,9790434.5,15826818.3,8965619.025,17232171.775,12516354.7,12226424,9790434.5,15826818.3,8965619.025,17232171.775,12500000,12200000,9790000,15800000,8970000,17200000,12500000,12200000,9790000,15800000,8970000,17200000,12500000,12200000,9790000,15800000,8970000,17200000,2,2,2,2,2,TRUE,TRUE
"Northern Harrier",3310,10177671.305394,10221333.4670142,9562286.14397433,10802391.0166433,9321415.68077,11142878.4840586,5089345.91396771,5111179.18379625,4781622.48069788,5401737.09014339,4661175.17296701,5571997.89431465,5075604.68,5097379,4768712.1,5387152.4,4648590,5556953.5,10200000,10200000,9560000,10800000,9320000,11100000,5090000,5110000,4780000,5400000,4660000,5570000,5080000,5100000,4770000,5390000,4650000,5560000,2,2,2,2,2,TRUE,TRUE
"Sharp-shinned Hawk",3320,2663788.01492305,2678238.76884813,2367957.87346495,2970681.95243277,2258225.1671071,3125203.90952899,2663788.01492305,2678238.76884813,2367957.87346495,2970681.95243277,2258225.1671071,3125203.90952899,1713614.83,1722911,1523307.3,1911039.7,1452716.25,2010443.675,2660000,2680000,2370000,2970000,2260000,3130000,2660000,2680000,2370000,2970000,2260000,3130000,1710000,1720000,1520000,1910000,1450000,2010000,3,3,3,3,3,TRUE,TRUE
"Cooper's Hawk",3330,4726601.70029704,4688160.40151593,4456170.54184165,5018755.09576974,4381187.69845334,5094299.85660145,4726601.70029704,4688160.40151593,4456170.54184165,5018755.09576974,4381187.69845334,5094299.85660145,4614581.24,4577051,4350559.3,4899810.6,4277353.55,4973564.95,4730000,4690000,4460000,5020000,4380000,5090000,4730000,4690000,4460000,5020000,4380000,5090000,4610000,4580000,4350000,4900000,4280000,4970000,3,3,2,3,2,TRUE,TRUE
"Northern Goshawk",3340,974521.748971193,975858.024691358,730754.938271605,1194599.17695473,619643.055555556,1330052.57201646,487260.874485597,487929.012345679,365377.469135803,597299.588477366,309821.527777778,665026.28600823,473617.57,474267,355146.9,580575.2,301146.525,646405.55,975000,976000,731000,1190000,620000,1330000,487000,488000,365000,597000,310000,665000,474000,474000,355000,581000,301000,646000,3,3,3,3,3,TRUE,TRUE
"Harris's Hawk",3350,757467.96460177,715513.274336283,491325.663716814,1082683.18584071,431618.584070796,1389453.09734513,757467.96460177,715513.274336283,491325.663716814,1082683.18584071,431618.584070796,1389453.09734513,42796.94,40426.5,27759.9,61171.6,24386.45,78504.0999999999,757000,716000,491000,1080000,432000,1390000,757000,716000,491000,1080000,432000,1390000,42800,40400,27800,61200,24400,78500,3,4,3,4,3,FALSE,FALSE
"Red-tailed Hawk",3370,10921615.848762,10871461.0751729,10568450.7026545,11283926.8347089,10468162.1960741,11548510.3725184,10921615.848762,10871461.0751729,10568450.7026545,11283926.8347089,10468162.1960741,11548510.3725184,9792320.77,9747352,9475672.9,10117168.8,9385754.225,10354394.4,10900000,10900000,10600000,11300000,10500000,11500000,10900000,10900000,10600000,11300000,10500000,11500000,9790000,9750000,9480000,10100000,9390000,10400000,2,2,2,2,2,TRUE,TRUE
"Red-shouldered Hawk",3390,10092254.9939099,10104557.9577751,9681628.90783597,10607786.3377994,9387004.00933821,10843210.0081202,10092254.9939099,10104557.9577751,9681628.90783597,10607786.3377994,9387004.00933821,10843210.0081202,9942889.62,9955010.5,9538340.8,10450791.1,9248076.35,10682730.5,10100000,10100000,9680000,10600000,9390000,10800000,10100000,10100000,9680000,10600000,9390000,10800000,9940000,9960000,9540000,10500000,9250000,10700000,2,2,2,2,2,TRUE,TRUE
"Zone-tailed Hawk",3400,148228.618421053,137574.013157895,83832.2368421053,220736.842105263,65400.0822368421,290159.950657895,148228.618421053,137574.013157895,83832.2368421053,220736.842105263,65400.0822368421,290159.950657895,9012.3,8364.5,5097,13420.8,3976.325,17641.725,148000,138000,83800,221000,65400,290000,148000,138000,83800,221000,65400,290000,9010,8360,5100,13400,3980,17600,4,4,4,4,4,FALSE,FALSE
"Swainson's Hawk",3420,2260539.87821814,2249357.97457537,2126951.18042944,2427200.08546095,2067698.29612221,2505782.15468433,2260539.87821814,2249357.97457537,2126951.18042944,2427200.08546095,2067698.29612221,2505782.15468433,2116091.38,2105624,1991039,2272102,1935572.375,2345662.675,2260000,2250000,2130000,2430000,2070000,2510000,2260000,2250000,2130000,2430000,2070000,2510000,2120000,2110000,1990000,2270000,1940000,2350000,3,3,3,3,3,TRUE,TRUE
"Broad-winged Hawk",3430,5032439.63502153,5036675.21017019,4720771.99097806,5302213.86098011,4578882.66352266,5453650.39983596,5032439.63502153,5036675.21017019,4720771.99097806,5302213.86098011,4578882.66352266,5453650.39983596,4908641.62,4912773,4604641,5171779.4,4466242.15,5319490.6,5030000,5040000,4720000,5300000,4580000,5450000,5030000,5040000,4720000,5300000,4580000,5450000,4910000,4910000,4600000,5170000,4470000,5320000,2,3,2,3,2,TRUE,TRUE
"Common Black Hawk",3450,11567.9597701149,8512.93103448276,0,28778.7356321839,0,41488.1465517241,11567.9597701149,8512.93103448276,0,28778.7356321839,0,41488.1465517241,805.13,592.5,0,2003,0,2887.575,11600,8510,0,28800,0,41500,11600,8510,0,28800,0,41500,805,592,0,2000,0,2890,5,5,5,5,5,FALSE,FALSE
"Rough-legged Hawk",3470,113998.06,102210,47996.4,191661.8,33212.95,236513.95,56999.03,51105,23998.2,95830.9,16606.475,118256.975,56999.03,51105,23998.2,95830.9,16606.475,118256.975,114000,102000,48000,192000,33200,237000,57000,51100,24000,95800,16600,118000,57000,51100,24000,95800,16600,118000,4,5,4,5,4,FALSE,FALSE
"Ferruginous Hawk",3480,397523.8,389641,335697.4,461950.8,315960.6,512332.625,397523.8,389641,335697.4,461950.8,315960.6,512332.625,397523.8,389641,335697.4,461950.8,315960.6,512332.625,398000,390000,336000,462000,316000,512000,398000,390000,336000,462000,316000,512000,398000,390000,336000,462000,316000,512000,4,4,4,4,3,TRUE,TRUE
"Golden Eagle",3490,481273.208263069,484912.521079258,418369.519392917,560122.259696459,373374.631112985,598347.702360877,240661.969010225,242481.817223569,209206.809318014,280090.650363656,186706.993780963,299205.386318119,228316.01,230042.5,198474.5,265722,177128.925,283856.15,481000,485000,418000,560000,373000,598000,241000,242000,209000,280000,187000,299000,228000,230000,198000,266000,177000,284000,4,4,3,4,3,TRUE,TRUE
"Bald Eagle",3520,4952976.12761276,4768716.87168717,4055380.1380138,6091245.42454246,3943190.64406441,6672452.22022202,4952976.12761276,4768716.87168717,4055380.1380138,6091245.42454246,3943190.64406441,6672452.22022202,4952480.83,4768240,4054974.6,6090636.3,3942796.325,6671784.975,4950000,4770000,4060000,6090000,3940000,6670000,4950000,4770000,4060000,6090000,3940000,6670000,4950000,4770000,4050000,6090000,3940000,6670000,3,3,2,3,2,TRUE,TRUE
"Gyrfalcon",3540,6942.36,5654,0,13914.4,0,22096.9,3471.18,2827,0,6957.2,0,11048.45,3471.18,2827,0,6957.2,0,11048.45,6940,5650,0,13900,0,22100,3470,2830,0,6960,0,11000,3470,2830,0,6960,0,11000,5,5,5,5,5,FALSE,FALSE
"Prairie Falcon",3550,411455.153980244,412432.306798373,354407.321324811,478886.577571179,327713.131900058,502093.346891342,411455.153980244,412432.306798373,354407.321324811,478886.577571179,327713.131900058,502093.346891342,354057.16,354898,304967.5,412081.9,281997.15,432051.325,411000,412000,354000,479000,328000,502000,411000,412000,354000,479000,328000,502000,354000,355000,305000,412000,282000,432000,4,4,4,4,3,TRUE,TRUE
"Peregrine Falcon",3560,359588.309352518,343199.190647482,238370.053956835,503898.381294964,215633.430755396,579601.056654676,107881.343585593,102964.3868879,71514.231755025,151176.311884527,64692.9380817483,173888.135707541,79972.44,76327.5,53013.5,112067,47956.875,128903.275,360000,343000,238000,504000,216000,580000,108000,103000,71500,151000,64700,174000,80000,76300,53000,112000,48000,129000,4,4,3,4,3,TRUE,TRUE
"Merlin",3570,6627914.1,6505584,5802378.6,7616751.8,5522132.55,8168134.14999999,3313957.05,3252792,2901189.3,3808375.9,2761066.275,4084067.075,3313957.05,3252792,2901189.3,3808375.9,2761066.275,4084067.075,6630000,6510000,5800000,7620000,5520000,8170000,3310000,3250000,2900000,3810000,2760000,4080000,3310000,3250000,2900000,3810000,2760000,4080000,2,2,2,2,2,TRUE,TRUE
"American Kestrel",3600,23626868.8502415,23677547.826087,22354400.7729469,24768772.173913,21947148.2608696,25399688.7922705,23626868.8502415,23677547.826087,22354400.7729469,24768772.173913,21947148.2608696,25399688.7922705,12226904.63,12253131,11568402.4,12817839.6,11357649.225,13144338.95,23600000,23700000,22400000,24800000,21900000,25400000,23600000,23700000,22400000,24800000,21900000,25400000,12200000,12300000,11600000,12800000,11400000,13100000,2,2,2,2,2,TRUE,TRUE
"Crested Caracara",3620,2409860.40515654,2371602.20994475,2009779.00552486,2927471.45488029,1777519.79742173,3164356.35359116,2409860.40515654,2371602.20994475,2009779.00552486,2927471.45488029,1777519.79742173,3164356.35359116,130855.42,128778,109131,158961.7,96519.325,171824.55,2410000,2370000,2010000,2930000,1780000,3160000,2410000,2370000,2010000,2930000,1780000,3160000,131000,129000,109000,159000,96500,172000,3,3,3,3,3,FALSE,FALSE
"Osprey",3640,3970765.57242511,3978964.91588018,3585568.32170702,4367295.03487895,3334885.66885515,4598817.55231842,1985586.47789063,1989686.57022674,1792968.09274649,2183871.55022058,1667613.90684313,2299644.68554427,1935351.14,1939347.5,1747606,2128619.6,1625423.275,2241463.675,3970000,3980000,3590000,4370000,3330000,4600000,1990000,1990000,1790000,2180000,1670000,2300000,1940000,1940000,1750000,2130000,1630000,2240000,3,3,3,3,3,TRUE,TRUE
"Barn Owl",3650,996670.301291248,1009569.58393113,649024.390243902,1413219.51219512,511132.711621234,1509559.54088953,299043.994834266,302914.334911752,194735.256134309,424026.689625484,153361.816616444,452932.845458459,69467.92,70367,45237,98501.4,35625.95,105216.3,997000,1010000,649000,1410000,511000,1510000,299000,303000,195000,424000,153000,453000,69500,70400,45200,98500,35600,105000,3,3,3,3,3,FALSE,FALSE
"Long-eared Owl",3660,49447.2891566265,46325.3012048193,16484.6050870147,82927.0414993307,6354.8360107095,119809.738955823,14834.186746988,13897.5903614458,4945.38152610442,24878.1124497992,1906.45080321285,35942.921686747,14774.85,13842,4925.6,24778.6,1898.825,35799.15,49400,46300,16500,82900,6350,120000,14800,13900,4950,24900,1910,35900,14800,13800,4930,24800,1900,35800,5,5,4,5,4,FALSE,FALSE
"Short-eared Owl",3670,2327615.51020408,2218900.51020408,1608151.02040816,3236897.95918367,1440567.72959184,3689250.76530612,698213.406795225,665602.234465871,482396.082032446,970970.309152128,432126.224364861,1106662.30486685,456212.64,434904.5,315197.6,634432,282351.275,723093.15,2330000,2220000,1610000,3240000,1440000,3690000,698000,666000,482000,971000,432000,1110000,456000,435000,315000,634000,282000,723000,3,3,3,3,3,TRUE,TRUE
"Barred Owl",3680,3041195.01231527,3037709.8727422,2842671.38752053,3218615.55829228,2737049.95381773,3420536.48399015,3041195.01231527,3037709.8727422,2842671.38752053,3218615.55829228,2737049.95381773,3420536.48399015,2963340.42,2959944.5,2769899,3136219,2666981.475,3332970.75,3040000,3040000,2840000,3220000,2740000,3420000,3040000,3040000,2840000,3220000,2740000,3420000,2960000,2960000,2770000,3140000,2670000,3330000,3,3,3,3,3,TRUE,TRUE
"Great Gray Owl",3700,193874.94,179107,115638,288819.2,83380.5,381579.75,96937.47,89553.5,57819,144409.6,41690.25,190789.875,96937.47,89553.5,57819,144409.6,41690.25,190789.875,194000,179000,116000,289000,83400,382000,96900,89600,57800,144000,41700,191000,96900,89600,57800,144000,41700,191000,4,4,4,4,4,FALSE,FALSE
"Boreal Owl",3710,39030.1666666667,35423.3333333333,14116,64490.3333333334,5438.41666666667,87320.5833333333,11709.05,10627,4234.8,19347.1,1631.525,26196.175,11709.05,10627,4234.8,19347.1,1631.525,26196.175,39000,35400,14100,64500,5440,87300,11700,10600,4230,19300,1630,26200,11700,10600,4230,19300,1630,26200,5,5,4,5,4,FALSE,FALSE
"Northern Saw-whet Owl",3720,62309.9790794979,60839.9581589958,33547.489539749,95927.4058577406,20007.3221757322,115095.109832636,62309.9790794979,60839.9581589958,33547.489539749,95927.4058577406,20007.3221757322,115095.109832636,59568.34,58163,32071.4,91706.6,19127,110030.925,62300,60800,33500,95900,20000,115000,62300,60800,33500,95900,20000,115000,59600,58200,32100,91700,19100,110000,4,5,4,5,4,FALSE,FALSE
"Eastern Screech-Owl",3730,163251.606509493,162157.834341748,132228.666805758,198257.14583768,119591.331107866,210313.817024828,163251.606509493,162157.834341748,132228.666805758,198257.14583768,119591.331107866,210313.817024828,156492.99,155444.5,126754.4,190049.3,114640.25,201606.825,163000,162000,132000,198000,120000,210000,163000,162000,132000,198000,120000,210000,156000,155000,127000,190000,115000,202000,4,4,4,4,4,TRUE,TRUE
